name,score,type,episodes,ranking,duration,PG_13,R,PG,R_plus,G,manga,book,music,game,other,original
Color Noise,4.56,ONA,1,10917,NA,0,0,0,0,1,0,0,0,0,0,1
Digimon Universe: Appli Monsters,6.61,TV,52,5326,24,0,0,1,0,0,0,0,0,0,0,1
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",8.09,OVA,1,426,12,1,0,0,0,0,1,0,0,0,0,0
Hajimete no Eigo: Nippon Mukashibanashi,6.94,OVA,18,3843,9,0,0,0,0,1,0,0,0,0,1,0
ACCA: 13-ku Kansatsu-ka,7.68,TV,12,1068,24,1,0,0,0,0,1,0,0,0,0,0
One Piece: Heart of Gold,7.53,Special,1,1489,NA,1,0,0,0,0,1,0,0,0,0,0
Zhongguo Jingqi Xiansheng,6.32,ONA,63,6793,10,1,0,0,0,0,1,0,0,0,0,0
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,6.52,TV,12,5812,24,0,0,1,0,0,0,1,0,0,0,0
Kushimitama Samurai,6.51,Special,1,15231,17,0,1,0,0,0,0,0,0,0,0,0
Zhen Hun Jie,7.76,ONA,24,911,14,1,0,0,0,0,1,0,0,0,0,0
Violet Evergarden,8.64,TV,13,57,24,1,0,0,0,0,0,1,0,0,0,0
Cardcaptor Sakura: Clear Card-hen,7.66,TV,22,1132,25,0,0,1,0,0,1,0,0,0,0,0
Wo Jiao Bai Xiaofei,6.24,ONA,39,7188,11,1,0,0,0,0,1,0,0,0,0,0
Mahou no Star Magical Emi: Finale! Finale!,6.51,OVA,1,15365,17,0,0,0,0,1,0,0,0,0,0,1
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama,6.51,Special,1,5856,8,1,0,0,0,0,0,0,0,0,0,1
Starmyu 2nd Season,7.33,TV,12,2195,24,1,0,0,0,0,0,0,0,0,0,1
"""Eiyuu"" Kaitai",6.01,OVA,1,8173,27,1,0,0,0,0,0,1,0,0,0,0
Toukiden 2,5.56,ONA,3,9548,1,1,0,0,0,0,0,0,0,1,0,0
Atom: The Beginning,6.85,TV,12,4234,25,1,0,0,0,0,1,0,0,0,0,0
Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,6.92,OVA,1,3941,30,1,0,0,0,0,0,1,0,0,0,0
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",6.23,TV,24,7207,23,1,0,0,0,0,0,0,0,0,0,1
Gakuen Handsome,6.62,TV,12,5278,3,1,0,0,0,0,0,0,0,1,0,0
Mahou Shoujo? Naria☆Girls,3.84,TV,12,10997,8,1,0,0,0,0,0,0,0,0,0,1
Hua Jiang Hu Zhi Bu Liang Ren,6.55,ONA,54,5622,15,0,1,0,0,0,0,0,0,0,0,1
Neko Konogoro,6.51,TV,NA,11109,1,0,0,0,0,0,1,0,0,0,0,0
Otona no Ikkyuu-san,6.51,TV,13,11438,5,1,0,0,0,0,0,0,0,0,0,0
Super Lovers 2,7.3,TV,10,2351,24,1,0,0,0,0,1,0,0,0,0,0
12-sai.: Chicchana Mune no Tokimeki 2nd Season,6.59,TV,12,5425,24,0,0,1,0,0,1,0,0,0,0,0
Hitori no Shita: The Outcast,6.78,TV,12,4546,24,0,1,0,0,0,1,0,0,0,0,0
Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,5.24,ONA,1,10248,NA,0,0,0,0,1,0,0,0,0,1,0
Oscar's Oasis,5.81,TV,78,8787,8,0,0,0,0,1,0,0,0,0,0,0
Shuumatsu no Izetta,6.76,TV,12,4645,25,0,1,0,0,0,0,0,0,0,0,1
Heybot!,5.93,TV,50,8443,23,0,0,1,0,0,0,0,0,0,0,1
Luo Xiao Hei Zhan Ji,7.64,ONA,NA,1174,7,0,0,1,0,0,0,0,0,0,0,1
Huyao Xiao Hongniang: Yue Hong,7.71,ONA,13,1002,14,1,0,0,0,0,1,0,0,0,0,0
Piace: Watashi no Italian,5.88,TV,12,8610,4,1,0,0,0,0,1,0,0,0,0,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,6.45,Special,1,6185,48,1,0,0,0,0,1,0,0,0,0,0
Kakushigoto,6.21,ONA,1,7319,NA,0,0,0,0,1,1,0,0,0,0,0
Fate/kaleid liner Prisma☆Illya 3rei!! Specials,6.73,Special,6,4760,5,1,0,0,0,0,1,0,0,0,0,0
Gakuen Handsome Special,5.64,Special,1,9298,3,1,0,0,0,0,0,0,0,1,0,0
Bernard-jou Iwaku.,6,TV,12,8205,3,1,0,0,0,0,1,0,0,0,0,0
Tokyo Futago Athletic,6.51,TV,8,12553,6,0,0,0,0,1,0,0,0,0,0,1
Busou Shoujo Machiavellianism,6.96,TV,12,3769,23,1,0,0,0,0,1,0,0,0,0,0
UQ Holder!: Mahou Sensei Negima! 2,7,TV,12,3641,23,1,0,0,0,0,1,0,0,0,0,0
Muzumuzu Eighteen,6.51,TV,20,15721,2,0,0,0,0,1,0,0,0,0,0,1
Boku no Hero Academia 2nd Season,8.33,TV,25,203,23,1,0,0,0,0,1,0,0,0,0,0
Masamune-kun no Revenge,6.83,TV,12,4335,24,1,0,0,0,0,1,0,0,0,0,0
Little Witch Academia (TV),7.91,TV,25,668,24,0,0,0,0,1,0,0,0,0,0,1
Kaitou Joker 4th Season,7.34,TV,13,2157,24,0,0,1,0,0,1,0,0,0,0,0
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",7.12,OVA,1,3137,24,0,0,1,0,0,1,0,0,0,0,0
Promised Town,5.35,ONA,1,10046,7,1,0,0,0,0,0,0,0,0,0,1
Ganbare! Kickers Specials,6.25,Special,3,7116,23,0,0,0,0,1,1,0,0,0,0,0
Ganbare! Kickers: Bokutachi no Densetsu,6.22,OVA,1,7241,NA,0,0,0,0,1,1,0,0,0,0,0
Acerola-chan,6.51,ONA,3,13209,3,0,0,0,0,1,0,0,0,0,0,1
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,7.73,TV,12,966,24,1,0,0,0,0,0,1,0,0,0,0
Ao no Exorcist: Kyoto Fujouou-hen,7.43,TV,12,1804,24,1,0,0,0,0,1,0,0,0,0,0
Si Ling Bianma: Zhi Shijie Caozong Zhe,5.48,ONA,12,9728,9,0,1,0,0,0,0,0,0,0,0,1
Animegatari x Koukaku Kidoutai Collab Eizou,5.28,ONA,1,10148,1,0,0,0,0,1,0,0,0,0,0,1
Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen,6.34,ONA,6,6664,1,1,0,0,0,0,1,0,0,0,0,0
Sakamoto Desu ga? Special,6.82,Special,1,4342,24,1,0,0,0,0,1,0,0,0,0,0
Kubbe no Ongakukai,6.51,ONA,2,15186,1,0,0,0,0,1,0,1,0,0,0,0
Juushinki Pandora,6.34,TV,26,6670,23,1,0,0,0,0,0,0,0,0,0,1
Twin Angel Break,5.89,TV,12,8566,23,1,0,0,0,0,0,0,0,1,0,0
Curly,5.71,ONA,1,9117,3,0,0,0,0,1,0,0,0,0,0,1
Runningman,6.51,ONA,1,11736,4,0,0,0,0,1,0,0,0,0,0,1
Fly,5.03,ONA,1,10579,1,0,0,0,0,1,0,0,0,0,0,1
My Home,6.51,ONA,1,15724,5,0,0,0,0,1,0,0,0,0,0,1
Shima Kousaku no Asia Risshi-den,6.51,TV,26,11954,36,1,0,0,0,0,1,0,0,0,0,0
Shima Kousaku no Asia Shinseki-den,6.51,TV,30,11956,20,1,0,0,0,0,1,0,0,0,0,0
Bishoujo Yuugi Unit Crane Game Girls Galaxy,4.82,TV,12,10751,13,0,0,1,0,0,0,0,0,0,0,1
Mameshiba Gakuen,5.56,Special,8,9541,NA,0,0,0,0,1,0,0,0,0,0,1
Tanahashi Hiroshi X Mameshiba Pro Wrestling,5.28,Special,2,10166,NA,0,0,0,0,1,0,0,0,0,0,1
InaDan Movie x Mameshiba Collab CM,5.42,Special,2,9863,NA,0,0,0,0,1,0,0,0,0,1,0
Henna Omamesan,4.71,Special,1,10820,NA,0,0,0,0,1,0,0,0,0,1,0
Monster Strike: Mermaid Rhapsody,6.75,ONA,1,4700,51,0,0,1,0,0,0,0,0,1,0,0
Mameshiba x Gaist Crusher Collab CM,6.51,Special,1,15391,NA,0,0,0,0,1,0,0,0,0,1,0
Babyshiba,5.68,Special,7,9207,NA,0,0,0,0,1,0,0,0,0,0,1
Mame-Mofu Collab Animation,5.51,ONA,1,9681,2,0,0,0,0,1,0,0,0,0,1,0
Bic Contact X Mameshiba Collab CM,5.6,Special,1,9392,NA,0,0,0,0,1,0,0,0,0,0,1
Mameshi-Pamyu-Pamyu,5.49,Special,9,9720,NA,0,0,0,0,1,0,0,0,0,0,1
Mameshiba Bangai-hen,5.75,Special,5,9018,NA,0,0,0,0,1,0,0,0,0,0,1
Tales of Zestiria the Cross: Saiyaku no Jidai,7.27,Special,1,2471,23,1,0,0,0,0,0,0,0,1,0,0
Heibai Wushang,6.3,ONA,12,6896,11,1,0,0,0,0,1,0,0,0,0,0
Armed Blue Gunvolt,5.72,OVA,1,9079,21,1,0,0,0,0,0,0,0,1,0,0
Baki: Most Evil Death Row Convicts Special Anime,6.49,OVA,1,5933,15,0,1,0,0,0,1,0,0,0,0,0
Re:Petit kara Hajimeru Isekai Seikatsu,6.71,Special,14,4823,2,1,0,0,0,0,0,1,0,0,0,0
Zenryoku Yobikou 5.5 Seminar Prologue,6.51,ONA,1,13103,2,1,0,0,0,0,0,0,0,0,1,0
Idol Memories,5.38,TV,12,9954,12,1,0,0,0,0,0,0,0,0,0,1
BanG Dream!,6.96,TV,13,3761,24,1,0,0,0,0,0,0,0,0,0,1
Nana Moon,6.51,TV,52,15752,22,0,0,1,0,0,0,0,0,0,0,1
ViVid Strike!,7.09,TV,12,3236,24,1,0,0,0,0,0,0,0,0,0,1
Na Sa Er Ding,6.51,TV,50,15731,11,1,0,0,0,0,0,0,0,0,0,1
Mo Jing Lieren,6.51,ONA,26,15612,12,1,0,0,0,0,0,0,0,0,0,1
Ling Qi,7.14,ONA,20,3053,14,1,0,0,0,0,1,0,0,0,0,0
One Piece Film: Gold Episode 0 - 711 ver.,7.16,Special,1,2930,10,1,0,0,0,0,1,0,0,0,0,0
Ozmafia!! Special,5.64,Special,1,9301,4,1,0,0,0,0,0,1,0,0,0,0
Xing You Ji,6.51,TV,26,12911,12,1,0,0,0,0,0,0,0,0,0,1
Hitorijime My Hero,7.41,TV,12,1867,24,1,0,0,0,0,1,0,0,0,0,0
Girls & Panzer: Kore ga Hontou no Anzio-sen Desu! - Fushou Akiyama Yukari no Sensha Kouza,6.9,Special,1,4027,13,1,0,0,0,0,0,0,0,0,0,1
Fushigi na Somera-chan Special,5.6,Special,1,9425,9,1,0,0,0,0,1,0,0,0,0,0
Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,6.6,ONA,13,5360,8,0,0,0,0,1,1,0,0,0,0,0
Soushin Shoujo Matoi,6.72,TV,12,4814,24,1,0,0,0,0,0,0,0,0,0,1
Xingji Biaoche Wang,6.51,TV,52,12903,22,0,0,0,0,1,0,0,0,0,0,1
Flying Witch Petit Special,5.99,Special,1,8273,2,1,0,0,0,0,1,0,0,0,0,0
Nazotokine,4.86,TV,12,10707,7,1,0,0,0,0,0,0,0,0,0,1
Shigeo wa Handsome,4.95,ONA,1,10647,3,0,0,1,0,0,0,0,0,0,0,1
Meitantei Gordon,4.68,ONA,1,10828,2,0,0,1,0,0,0,0,0,0,0,1
Mukidashi no Mitsuko,5.09,ONA,1,10508,6,0,0,0,0,1,0,0,0,0,0,1
Kabushikigaisha Aokishouji,5.03,Special,2,10563,NA,0,0,0,0,1,0,0,0,0,0,1
Gravity Daze The Animation: Ouverture,6.4,OVA,1,6397,19,1,0,0,0,0,0,0,0,1,0,0
IRoid: Koi no Yuukou Frontier,5.37,ONA,1,10017,NA,0,0,0,0,1,0,0,0,1,0,0
Tong Zhi Zhe,6.24,ONA,10,7170,10,0,1,0,0,0,1,0,0,0,0,0
Chao Shen Youxi,6.51,ONA,25,13582,8,1,0,0,0,0,1,0,0,0,0,0
AOTU Shijie,6.51,ONA,32,13316,12,1,0,0,0,0,1,0,0,0,0,0
Mameshiba the DVD Green Pea-shiba no Kutsujoku,6.51,OVA,4,15404,NA,0,0,0,0,1,0,0,0,0,0,1
Baku Tech! Bakugan Gachi Special,5.58,ONA,1,9447,6,0,0,0,0,1,1,0,0,0,0,0
Garo: Guren no Tsuki Special,6.22,Special,1,7250,23,1,0,0,0,0,0,0,0,0,0,1
Bikini Warriors OVA,5.57,OVA,5,9509,4,0,0,0,1,0,0,0,0,0,1,0
Seihou Bukyou Outlaw Star Specials,7.11,Special,2,3148,25,0,0,0,1,0,1,0,0,0,0,0
Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars Special,6.51,Special,1,14137,22,0,0,0,0,1,0,1,0,0,0,0
Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama,6.51,ONA,12,15376,40,1,0,0,0,0,0,0,0,0,0,1
Saiyuuki Reload Blast,7.22,TV,12,2674,23,1,0,0,0,0,1,0,0,0,0,0
Neko no Dayan: Fushigi Gekijou,6.51,TV,30,11117,3,0,0,0,0,1,0,1,0,0,0,0
Gabriel DropOut,7.49,TV,12,1611,23,1,0,0,0,0,1,0,0,0,0,0
Inazuma Eleven: Ares no Tenbin,6.68,TV,26,4993,23,0,0,0,0,1,0,0,0,1,0,0
Samurai Noodles: The Originator,6.21,ONA,1,7275,1,0,0,0,0,1,0,0,0,0,0,1
After School,6.51,ONA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
Megaton-kyuu Musashi,6.51,TV,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
Tian Xin Ge Ge,6.51,TV,52,12484,22,0,0,1,0,0,0,0,0,0,0,1
Katekyo Hitman Reborn! x ēlDLIVE Special,6.76,Special,1,4620,2,1,0,0,0,0,0,0,0,0,0,1
Fuuka,6.54,TV,12,5671,24,0,0,0,1,0,1,0,0,0,0,0
Yahabe,6.51,OVA,1,12944,16,1,0,0,0,0,1,0,0,0,0,0
Anitore! XX: Hitotsu Yane no Shita de,5.62,TV,12,9367,4,1,0,0,0,0,0,0,0,0,0,1
Ma Shen,6.51,ONA,16,15328,12,1,0,0,0,0,1,0,0,0,0,0
Hen Xi You,6.51,ONA,20,14370,14,1,0,0,0,0,1,0,0,0,0,0
Shuang Yue Zhi Cheng,6.51,ONA,13,12056,15,1,0,0,0,0,0,0,0,0,0,1
Wu Geng Ji,7.48,ONA,30,1657,16,1,0,0,0,0,1,0,0,0,0,0
Feng Wei Ying Xiong,6.46,ONA,13,6094,16,1,0,0,0,0,0,0,0,0,0,1
Shen Ming Zhi Zhou,6.51,ONA,12,11916,15,1,0,0,0,0,1,0,0,0,0,0
Qui Shui Yi Yun,5.82,ONA,12,8760,10,1,0,0,0,0,1,0,0,0,0,0
Yong Zhe Da Mao Xian,6.51,ONA,26,13009,13,1,0,0,0,0,0,0,0,0,0,1
Yong Zhe Da Mao Xian 2nd Season,6.51,ONA,26,13007,15,1,0,0,0,0,0,0,0,0,0,1
Ying Xiong Bie Nao,6.51,ONA,13,12997,12,0,0,0,0,0,0,0,0,0,0,1
Kirin Hyoketsu: Atarashiku Ikou Animation Movie,5.25,ONA,1,10236,1,0,0,0,0,1,0,0,0,0,0,1
Cheating Craft,5.44,TV,12,9821,12,1,0,0,0,0,0,1,0,0,0,0
Soul Buster,5.81,TV,12,8786,13,1,0,0,0,0,1,0,0,0,0,0
"Watashitachi, Luck Logic-bu! 2",5.61,ONA,12,9386,1,1,0,0,0,0,0,0,0,0,0,0
Jakusansei Million Arthur Specials,5.69,Special,3,9180,1,1,0,0,0,0,1,0,0,0,0,0
Life!,6.51,Special,2,15298,NA,1,0,0,0,0,0,0,0,0,0,1
Marginal#4: Kiss kara Tsukuru Big Bang,6.7,TV,12,4903,23,1,0,0,0,0,0,0,1,0,0,0
Peeping Life x Sanyo,6.51,ONA,6,11485,5,0,0,0,0,1,0,0,0,0,0,1
Warui no wo Taose!! Salaryman Man,5.46,ONA,1,9794,2,0,0,1,0,0,0,0,0,0,0,1
Mahou Shoujo Nante Mou Ii Desukara. Second Season,6.08,TV,12,7907,4,1,0,0,0,0,1,0,0,0,0,0
ID-0,6.59,TV,12,5446,24,1,0,0,0,0,0,0,0,0,0,1
Cheer Danshi!! Recap,5.91,Special,1,8484,24,1,0,0,0,0,0,1,0,0,0,0
Shiguang Guiyu,5.46,ONA,10,9788,13,0,0,0,0,0,1,0,0,0,0,0
Sengoku Choujuu Giga: Kou,5.89,TV,13,8558,3,1,0,0,0,0,0,0,0,0,0,1
Macross Δ: Delta Shougekijou,6.17,Special,9,7516,5,1,0,0,0,0,0,0,0,0,0,1
Girlfriend (Note),6.09,ONA,3,7849,11,0,0,0,0,1,0,0,0,1,0,0
Teekyuu 8,6.67,TV,12,5037,2,1,0,0,0,0,1,0,0,0,0,0
Ao Oni The Animation,5.14,TV,13,10396,3,0,1,0,0,0,0,0,0,1,0,0
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,7.38,OVA,1,1964,23,1,0,0,0,0,1,0,0,0,0,0
Sin: Nanatsu no Taizai,5.69,TV,12,9186,23,0,0,0,1,0,0,0,0,0,1,0
PJ Berri no Mogumogu Munyamunya,6.51,TV,20,11566,1,0,0,0,0,1,0,0,0,1,0,0
Seiren,6.31,TV,12,6818,24,1,0,0,0,0,0,0,0,0,0,1
Alice in Deadly School,5.6,OVA,1,9416,49,1,0,0,0,0,0,0,0,0,1,0
Kabuki-bu!,6.62,TV,12,5283,24,1,0,0,0,0,0,1,0,0,0,0
Garo: Guren no Tsuki - Yurugaro,5.65,Special,21,9282,2,0,0,0,0,1,0,0,0,0,0,1
Nil Admirari no Tenbin,6.61,TV,12,5303,23,1,0,0,0,0,0,1,0,0,0,0
Show By Rock!! x Joysound,5.56,ONA,4,9529,1,0,0,0,0,1,0,0,0,1,0,0
Chicken Papa,4.12,ONA,1,10972,1,0,0,0,0,1,0,0,0,0,0,1
Cakes,6.51,ONA,1,13515,NA,0,0,0,0,1,0,0,0,0,0,1
Kabi Usagi (2016),6.51,ONA,1,14738,NA,0,0,0,0,1,0,0,0,0,0,1
Estima: Sense of Wonder,4.91,ONA,13,10671,NA,0,0,0,0,1,0,0,0,0,0,1
Fujinkoron-senpai,5.22,ONA,1,10290,1,0,0,1,0,0,0,0,0,0,0,1
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,6.39,Special,1,6470,22,1,0,0,0,0,1,0,0,0,0,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Aidoru!? Nihon Ikkai Dai-Sug,6.51,Special,1,15085,20,1,0,0,0,0,1,0,0,0,0,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chyuuken Rakkii Monogatari - Kameari D,6.51,Special,1,15093,20,1,0,0,0,0,1,0,0,0,0,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,6.51,Special,1,15092,20,1,0,0,0,0,1,0,0,0,0,0
"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Rinyuuaru Daisakusen!! - Aa, Om",6.51,Special,1,15096,20,1,0,0,0,0,1,0,0,0,0,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Shiiron Tankentai! Sumidagawa no Chikai - Omoide n,6.51,Special,2,15096,20,1,0,0,0,0,1,0,0,0,0,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,6.51,Special,2,15091,20,1,0,0,0,0,1,0,0,0,0,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteid,6.51,Special,2,15098,20,1,0,0,0,0,1,0,0,0,0,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Aidoru h,6.51,Special,2,15089,20,1,0,0,0,0,1,0,0,0,0,0
Chao You Bing,5.54,ONA,4,9562,9,1,0,0,0,0,1,0,0,0,0,0
Tokyu Plaza Ginza Open,6.51,Special,1,12559,NA,0,0,0,0,1,0,0,0,0,0,1
Saredo Tsumibito wa Ryuu to Odoru,5.82,TV,12,8763,23,0,1,0,0,0,0,1,0,0,0,0
IDOLiSH7,7.78,TV,17,865,24,1,0,0,0,0,0,0,0,1,0,0
Suntory Minami Alps no Tennensui,6,Special,3,8238,NA,0,0,0,0,1,0,0,0,0,0,1
All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,5.73,ONA,12,9051,NA,0,0,0,0,1,0,0,0,0,0,1
Suntory Tennensui CMs,5.24,Special,NA,10272,NA,0,0,0,0,1,0,0,0,0,0,1
Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,5.92,ONA,1,8475,NA,0,0,0,0,1,0,0,0,0,0,1
Nineko Gelée,5.43,ONA,1,9842,6,1,0,0,0,0,0,0,0,0,0,1
Kitty-chan wo Sagase! Toyama-shi Stamp Rally,6.51,ONA,1,15059,2,0,0,0,0,1,0,0,0,0,1,0
"Taka no Tsume-dan, Toyama",6.51,ONA,NA,12363,4,0,0,0,0,1,0,0,0,0,0,1
Hua Jiang Hu Zhi Bu Liang Ren 2nd Season,6.51,ONA,40,14519,20,0,1,0,0,0,0,0,0,0,0,1
Quanzhi Gaoshou,7.98,ONA,12,567,24,1,0,0,0,0,0,1,0,0,0,0
Boku no Hero Academia: Sukue! Kyuujo Kunren!,7.32,OVA,1,2247,25,1,0,0,0,0,1,0,0,0,0,0
Yasamura Yasashi no Yasashii Sekai,6.51,TV,33,12978,NA,0,0,0,0,1,0,0,0,0,0,1
Trigger-chan,6.26,ONA,1,7067,NA,1,0,0,0,0,0,0,0,0,0,1
JA Kumamoto Keizairen,5.88,ONA,2,8582,1,0,0,0,0,1,0,0,0,0,0,1
"Kirai, Demo, Suki",5.25,ONA,1,10231,NA,0,0,0,0,1,0,0,0,0,0,1
Towel Story,5.86,ONA,4,8639,2,0,0,0,0,1,0,0,0,0,0,1
Mikan Seijin Arawaru,6.51,TV,58,15538,NA,0,0,0,0,1,0,0,0,0,1,0
Dragon Ball Z: The Real 4-D,6.14,Special,1,7591,11,0,0,1,0,0,1,0,0,0,0,0
Hinako Note,6.76,TV,12,4617,23,1,0,0,0,0,1,0,0,0,0,0
Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,7.12,OVA,1,3128,28,1,0,0,0,0,1,0,0,0,0,0
Black Clover: Jump Festa 2016 Special,6.77,OVA,1,4579,27,1,0,0,0,0,1,0,0,0,0,0
Danball Senki Wars: All Star Battle,6.34,Special,1,6661,9,0,0,0,0,1,0,0,0,0,0,1
Robber's Company,6.51,ONA,6,11701,5,0,0,0,0,1,0,0,0,0,0,0
91 Days: Mijikai Rousoku,6.4,Special,1,6391,24,0,1,0,0,0,0,0,0,0,0,1
Yume Oukoku to Nemureru 100-nin no Ouji-sama,5.9,TV,12,8544,23,1,0,0,0,0,0,0,0,1,0,0
Shuangsheng Lingtan,7.28,ONA,20,2445,14,0,1,0,0,0,1,0,0,0,0,0
Cyphers,5.88,ONA,3,8594,2,1,0,0,0,0,0,0,0,1,0,0
3-Nen D-Gumi Glass no Kamen,4.71,TV,13,10834,4,0,0,1,0,0,1,0,0,0,0,0
0-sen Hayato Pilot,6.51,OVA,1,13185,23,1,0,0,0,0,1,0,0,0,0,0
Onihei,7.31,TV,13,2278,23,0,1,0,0,0,0,1,0,0,0,0
Bloodivores,5.51,TV,12,9667,24,0,1,0,0,0,1,0,0,0,0,0
Elite Banana Banao,6.51,ONA,9,13899,2,0,0,0,0,1,0,0,0,0,1,0
Demi-chan wa Kataritai,7.62,TV,12,1211,23,1,0,0,0,0,1,0,0,0,0,0
Servamp Specials,6.93,Special,4,3878,5,1,0,0,0,0,1,0,0,0,0,0
Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!,6.78,Special,1,4558,26,0,0,0,0,1,1,0,0,0,0,0
Bakukyuu Renpatsu! Super B-Daman Specials,6.51,Special,2,13376,40,0,0,0,0,1,1,0,0,0,0,0
Kakuchou Shoujo-kei Trinary,6.05,ONA,34,8051,7,1,0,0,0,0,0,0,0,0,0,1
Days (TV) OVA,6.86,OVA,2,4185,25,1,0,0,0,0,1,0,0,0,0,0
To Be Hero,7,TV,12,3655,11,1,0,0,0,0,0,0,0,0,0,1
Isekai Shokudou,7.35,TV,12,2107,23,1,0,0,0,0,0,1,0,0,0,0
Hagane Orchestra,5.58,TV,12,9477,4,1,0,0,0,0,0,0,0,1,0,0
Hatsukoi Monster: Mou Chotto dake Tsuzukunja,6.1,OVA,1,7794,23,1,0,0,0,0,1,0,0,0,0,0
Tsugumomo,7.07,TV,12,3339,24,0,0,0,1,0,1,0,0,0,0,0
Whistle! (ONA),6.51,ONA,NA,12857,NA,0,0,1,0,0,1,0,0,0,0,0
Idol Jihen,5.68,TV,12,9195,23,1,0,0,0,0,0,0,0,0,0,1
Pokemon Sun & Moon,6.84,TV,146,4282,24,0,0,1,0,0,0,0,0,1,0,0
Detective Conan: Episode One - The Great Detective Turned Small,8.27,Special,1,245,NA,1,0,0,0,0,1,0,0,0,0,0
Tonari no Onigiri-kun,5.27,Special,3,10210,NA,0,0,0,0,1,0,0,0,0,0,1
Akiba's Trip The Animation,6.55,TV,13,5605,23,1,0,0,0,0,0,0,0,1,0,0
100% Pascal-sensei (TV),5.72,TV,36,9080,12,0,0,1,0,0,1,0,0,0,0,0
Berserk 2nd Season,6.69,TV,12,4956,24,0,1,0,0,0,1,0,0,0,0,0
Dead World,3.58,ONA,1,11032,1,0,1,0,0,0,0,0,0,0,0,1
Uchouten Kazoku 2,8.13,TV,12,380,23,1,0,0,0,0,0,1,0,0,0,0
Cardfight!! Vanguard G: Next,6.59,TV,52,5435,24,1,0,0,0,0,0,0,0,0,0,0
Tansa Quest!,6.51,ONA,1,12382,1,1,0,0,0,0,0,0,0,1,0,0
Tales of Zestiria the Cross 2nd Season,7.35,TV,13,2108,23,1,0,0,0,0,0,0,0,1,0,0
Chiruran: Nibun no Ichi,5.67,TV,12,9230,2,0,0,0,0,1,1,0,0,0,0,0
Gintama.,8.99,TV,12,12,24,1,0,0,0,0,1,0,0,0,0,0
Sakurada Reset,7.37,TV,24,2014,25,1,0,0,0,0,0,1,0,0,0,0
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,7.54,Special,1,1442,24,0,1,0,0,0,0,0,0,1,0,0
Knight's & Magic,7.13,TV,13,3094,24,1,0,0,0,0,0,1,0,0,0,0
Kyoukai no Rinne (TV) 3rd Season,7.07,TV,25,3337,24,1,0,0,0,0,1,0,0,0,0,0
Otousan wa Ai no Hito,6.44,ONA,1,6244,3,0,0,0,0,1,0,0,0,0,0,1
Pride,5.57,ONA,1,9482,2,0,0,0,0,1,0,0,0,0,0,1
Kizuna (ONA),5.8,ONA,1,8839,3,0,0,0,0,1,0,0,0,0,0,1
Itsumo Kokoro ni Ho,5.58,ONA,1,9454,2,0,0,0,0,1,0,0,0,0,0,1
Minna de Bokumetsu Inshu Unten,6.51,Special,1,15580,NA,0,0,0,0,1,0,0,0,0,0,1
High School Fleet OVA,7.21,OVA,2,2740,24,1,0,0,0,0,0,0,0,0,0,1
Rewrite 2nd Season,7.26,TV,11,2543,24,1,0,0,0,0,0,1,0,0,0,0
Xia Lan,6.51,TV,156,12891,25,1,0,0,0,0,0,0,0,0,0,1
