name,score,type,episodes,ranking,duration,PG_13,R,PG,R_plus,G,manga,book,music,game,other,original
Love Live! Kouhaku Special Anime,6.36,Special,1,6614,NA,0,0,1,0,0,0,0,0,0,0,1
Cheer Danshi!!,6.71,TV,12,4850,24,1,0,0,0,0,0,1,0,0,0,0
Prison School: Mad Wax,7.46,OVA,1,1711,25,0,0,0,1,0,1,0,0,0,0,0
Kanojo to Kanojo no Neko: Everything Flows,7.7,TV,4,1038,7,0,0,0,0,1,0,0,0,0,0,1
Days (TV),7.2,TV,24,2759,24,1,0,0,0,0,1,0,0,0,0,0
BlazBlue: Alter Memory Specials,6.14,Special,6,7610,17,1,0,0,0,0,0,0,0,1,0,0
"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",6.11,Special,1,7775,1,1,0,0,0,0,0,0,0,0,0,0
Girls & Panzer: Nihon Senshadou Renmei News,6.7,Special,2,4888,3,1,0,0,0,0,0,0,0,0,0,1
Super Mario World: Mario to Yoshi no Bouken Land,5.26,OVA,1,10227,27,0,0,0,0,1,0,0,0,1,0,0
Love Live! Sunshine!!,7.4,TV,13,1905,24,1,0,0,0,0,0,0,0,0,1,0
Sakamoto Desu ga?,7.59,TV,12,1298,24,1,0,0,0,0,1,0,0,0,0,0
Lu Shidai 2nd Season,6.87,ONA,13,4180,12,1,0,0,0,0,0,0,0,0,0,1
Non Non Biyori Repeat: Hotaru ga Tanoshinda,7.82,OVA,1,799,24,1,0,0,0,0,1,0,0,0,0,0
Imawa no Kuni no Alice,6.08,ONA,1,7896,NA,1,0,0,0,0,1,0,0,0,0,0
Nisekoi: OVA,7.08,OVA,2,3299,15,1,0,0,0,0,1,0,0,0,0,0
Stella no Mahou,6.87,TV,12,4168,23,1,0,0,0,0,1,0,0,0,0,0
Zombie Clay Animation: I'm Stuck!!,6.51,ONA,4,13143,3,0,1,0,0,0,0,0,0,0,0,1
Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,6.61,Special,1,5327,11,1,0,0,0,0,0,1,0,0,0,0
Tokiwa Kitareri!!,5.7,Special,1,9174,NA,1,0,0,0,0,1,0,0,0,0,0
Noblesse: Pamyeol-ui Sijak,7.31,OVA,1,2280,37,0,1,0,0,0,1,0,0,0,0,0
Kamiwaza Wanda,6.51,TV,47,14850,24,0,0,1,0,0,0,0,0,0,0,1
Shounen Ashibe: Go! Go! Goma-chan,6.12,TV,32,7694,9,0,0,0,0,1,1,0,0,0,0,0
Neko Neko Nihonshi,6.2,TV,32,7319,9,0,0,0,0,1,1,0,0,0,0,0
Kekkai Sensen: Ousama no Restaurant no Ousama,7.4,OVA,1,1903,24,0,1,0,0,0,1,0,0,0,0,0
Uniminipet,6.51,TV,26,12698,20,0,0,0,0,1,0,0,0,0,0,0
Gaza: Changing the World,5.6,ONA,1,9425,2,1,0,0,0,0,0,0,0,0,0,1
Duel Masters VSRF,5.44,TV,51,9820,24,1,0,0,0,0,0,0,0,0,0,1
Telemonster,6.51,TV,52,12399,2,0,0,1,0,0,0,0,0,0,0,1
Seisen Cerberus: Ryuukoku no Fatalités,5.64,TV,13,9333,24,0,1,0,0,0,0,0,0,1,0,0
The Snack World (TV),6.51,TV,50,12472,23,0,0,0,0,1,0,0,0,0,0,1
12-sai.: Chicchana Mune no Tokimeki,6.42,TV,12,6305,24,0,0,1,0,0,1,0,0,0,0,0
Okusama ga Seitokaichou!+!,6.65,TV,12,5108,8,0,0,0,1,0,1,0,0,0,0,0
Onigiri,5.35,TV,13,10049,4,1,0,0,0,0,0,0,0,1,0,0
Gi(a)rlish Number,6.88,TV,12,4104,24,1,0,0,0,0,0,0,0,0,0,1
Endride,5.65,TV,24,9285,23,1,0,0,0,0,0,0,0,0,0,1
Sinbad: Soratobu Hime to Himitsu no Shima Pilot,6.51,Special,1,12091,2,0,0,0,0,1,0,0,0,0,0,1
Elsword: El-ui Yeoin,6.05,ONA,12,8040,11,0,0,0,0,1,0,0,0,1,0,0
Youjo Senki,8,TV,12,547,24,0,1,0,0,0,0,1,0,0,0,0
Okusama ga Seitokaichou! OVA: Okusama Gekijou,6.77,Special,7,4563,NA,1,0,0,0,0,1,0,0,0,0,0
Okusama ga Seitokaichou!: Okusama Gekijou,6.87,Special,12,4134,NA,1,0,0,0,0,1,0,0,0,0,0
Usawaltz,5.06,ONA,1,10531,2,1,0,0,0,0,0,0,0,0,0,1
Usaband,5.4,ONA,1,9930,1,0,0,0,0,1,0,0,0,0,0,1
Yanesenondo,5.3,ONA,1,10147,1,0,0,0,0,1,0,0,0,0,0,1
Yaseruyagi,6.51,ONA,1,12972,NA,0,0,0,0,1,0,0,0,0,0,1
Handa-kun,7.39,TV,12,1951,24,1,0,0,0,0,1,0,0,0,0,0
Petit Petit Muse,6.51,TV,26,11539,25,0,0,0,0,1,0,0,0,0,0,1
Tama & Friends: Uchi no Tama Shirimasen ka?,6.51,TV,104,12366,1,0,0,0,0,1,0,0,0,0,0,1
Bananya,6.72,TV,13,4806,3,0,0,0,0,1,0,0,0,0,0,1
Historical,6.51,ONA,1,14436,12,1,0,0,0,0,0,0,0,0,0,1
Noblesse: Awakening,7.46,ONA,1,1690,31,0,1,0,0,0,1,0,0,0,0,0
Battle Spirits: Double Drive,5.83,TV,51,8730,24,0,0,1,0,0,0,0,0,0,0,0
Udon no Kuni no Kiniro Kemari,7.76,TV,12,909,22,1,0,0,0,0,1,0,0,0,0,0
Uchuu Patrol Luluco,7.59,TV,13,1301,7,1,0,0,0,0,0,0,0,0,0,1
Kagewani: Shou,6.45,TV,13,6179,7,0,1,0,0,0,0,0,0,0,0,1
Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,6.33,Special,1,6730,25,1,0,0,0,0,0,1,0,0,0,0
Keijo!!!!!!!!,7.02,TV,12,3574,23,1,0,0,0,0,1,0,0,0,0,0
Flowering Heart,6.14,TV,26,7607,13,0,0,1,0,0,0,0,0,0,0,1
Match Shoujo,5.72,ONA,1,9101,1,0,0,1,0,0,1,0,0,0,0,0
Fukigen na Mononokean,7.42,TV,13,1819,24,1,0,0,0,0,1,0,0,0,0,0
Ozmafia!!,5.46,TV,12,9802,5,1,0,0,0,0,0,1,0,0,0,0
Monster Musume no Iru Nichijou OVA,7.19,OVA,2,2831,24,0,0,0,1,0,1,0,0,0,0,0
Jewelpet: Attack Chance!?,5.71,ONA,3,9130,4,0,0,1,0,0,0,0,0,0,0,1
Aikatsu Stars!,7.52,TV,100,1499,24,0,0,1,0,0,0,0,0,0,0,1
Orange,7.62,TV,13,1226,24,1,0,0,0,0,1,0,0,0,0,0
Love Live! x Watering KissMint Collaboration CM,6.54,Special,1,5685,NA,0,0,0,0,1,0,0,0,0,0,1
ZIP! x Peeping Life TV: Cool Japan Saizensen,6.51,ONA,5,13141,NA,0,0,0,0,1,0,0,0,0,0,1
"Satto Anshin, SAT x Peeping Life",6.51,ONA,3,11830,1,0,0,0,0,1,0,0,0,0,0,1
Persona 3 the Movie Meets “Walkman”,6.15,ONA,1,7554,NA,0,0,0,0,1,0,0,0,1,0,0
009 Re:Cyborg x Zip,5.04,ONA,10,10551,NA,0,0,0,0,1,1,0,0,0,0,0
JRA Hokan Keikaku,4.74,ONA,3,10817,NA,0,0,0,0,1,0,0,0,0,0,1
Girls & Panzer Movie Specials,7.3,Special,3,2327,15,1,0,0,0,0,0,0,0,0,0,1
Puzzle & Dragons Cross,6.48,TV,89,6014,24,1,0,0,0,0,0,0,0,1,0,0
Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next,6.51,Special,NA,11197,24,0,0,0,0,1,0,0,0,0,0,0
Future Card Buddyfight Triple D,6.43,TV,51,6282,23,0,0,1,0,0,0,0,0,0,0,0
Mobile Suit Gundam Unicorn RE:0096,7.58,TV,22,1353,23,1,0,0,0,0,0,1,0,0,0,0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,7.09,OVA,1,3251,24,1,0,0,0,0,0,1,0,0,0,0
Cardfight!! Vanguard G: Stride Gate-hen,6.67,TV,24,5036,24,1,0,0,0,0,0,0,0,0,0,0
Nyanbo!,6.35,TV,26,6644,5,0,0,1,0,0,1,0,0,0,0,0
Xiong Chumo,6.51,TV,104,12917,13,0,0,1,0,0,0,0,0,0,0,1
Teekyuu 6 Specials,5.93,Special,2,8454,2,1,0,0,0,0,1,0,0,0,0,0
Teekyuu 7 Specials,6.2,Special,2,7359,2,1,0,0,0,0,1,0,0,0,0,0
B: The Beginning,7.34,ONA,12,2140,23,0,1,0,0,0,0,0,0,0,0,1
Amaama to Inazuma,7.53,TV,12,1471,24,1,0,0,0,0,1,0,0,0,0,0
Nobunaga no Shinobi,7.07,TV,26,3321,3,1,0,0,0,0,1,0,0,0,0,0
Chou Shounen Tanteidan Neo,5.25,TV,13,10216,4,1,0,0,0,0,0,1,0,0,0,0
Hungry to Win,5.25,ONA,NA,10251,NA,0,0,0,0,1,0,0,0,0,0,1
Senki Zesshou Symphogear AXZ,7.6,TV,13,1276,24,1,0,0,0,0,0,0,0,0,0,1
Panpaka Pants,6.51,TV,27,11484,NA,0,0,0,0,1,0,0,0,0,0,1
Senki Zesshou Symphogear XV,8.21,TV,13,302,23,1,0,0,0,0,0,0,0,0,0,1
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,7.73,ONA,8,956,5,1,0,0,0,0,1,0,0,0,0,0
Brave Witches,6.82,TV,12,4336,23,0,0,0,1,0,0,0,0,0,0,1
Bungou Stray Dogs 2nd Season,8.2,TV,12,312,23,0,1,0,0,0,1,0,0,0,0,0
Shokupan Mimi Specials,5.52,Special,4,9625,NA,0,0,1,0,0,1,0,0,0,0,0
Nameko: Sekai no Tomodachi,6.51,TV,26,15750,3,0,0,0,0,1,0,0,0,1,0,0
ēlDLIVE,6.16,TV,12,7518,24,1,0,0,0,0,1,0,0,0,0,0
Norn9: Norn+Nonet Recap,6.1,Special,1,7805,24,1,0,0,0,0,0,1,0,0,0,0
Tiger Mask W,6.98,TV,38,3699,23,1,0,0,0,0,1,0,0,0,0,0
Anitore! EX: Jigoku no Training,5.45,Special,5,9812,5,1,0,0,0,0,0,0,0,0,0,1
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.05,TV,12,3446,25,1,0,0,0,0,0,1,0,0,0,0
Himitsukessha Taka no Tsume GT,6.51,ONA,47,14409,6,0,0,1,0,0,0,0,0,0,0,1
Love Bites,2.66,ONA,1,11044,2,0,1,0,0,0,0,0,0,0,0,1
Seishun Anime Zenshuu Specials,6.51,Special,2,11857,23,0,0,0,0,1,0,1,0,0,0,0
Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,5.73,Special,1,9064,12,1,0,0,0,0,0,0,0,0,1,0
Watashi ga Motete Dousunda,7.1,TV,12,3223,23,1,0,0,0,0,1,0,0,0,0,0
Eromanga-sensei,6.49,TV,12,5943,23,1,0,0,0,0,0,1,0,0,0,0
Mahoutsukai no Yome: Hoshi Matsu Hito,8.14,OVA,3,376,23,1,0,0,0,0,1,0,0,0,0,0
Bishoujo Yuugi Unit Crane Game Girls,4.44,TV,13,10923,4,0,0,1,0,0,0,0,0,0,0,1
Durarara!!x2 Ketsu: Dufufufu!!,7.59,Special,1,1299,23,0,1,0,0,0,0,1,0,0,0,0
Urara Meirochou,7.13,TV,12,3069,24,1,0,0,0,0,1,0,0,0,0,0
Mobile Suit Gundam UC: A Phantom World,5.89,Special,1,8565,3,0,0,1,0,0,0,1,0,0,0,0
Fairy Tail OVA (2016),7.24,OVA,3,2597,27,1,0,0,0,0,1,0,0,0,0,0
Choujuu Giga,6.11,ONA,3,7762,NA,0,0,0,0,1,0,0,0,0,1,0
Xiao Yeyou,5.37,ONA,1,9978,3,0,0,0,0,1,0,0,0,0,1,0
Zonmi-chan: Meat Pie of the Dead,5.28,Special,1,10184,5,1,0,0,0,0,0,0,0,0,0,1
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.87,TV,10,20,24,1,0,0,0,0,1,0,0,0,0,0
Gin no Guardian,6.25,TV,12,7123,13,1,0,0,0,0,1,0,0,0,0,0
Kono Subarashii Sekai ni Shukufuku wo! 2,8.31,TV,10,225,23,1,0,0,0,0,0,1,0,0,0,0
Hikari: Kariya wo Tsunagu Monogatari,5.88,Special,1,8592,9,0,0,1,0,0,0,0,0,0,0,1
CoCO & NiCO,6.51,TV,39,13697,1,0,0,0,0,1,0,0,0,0,0,1
Gyakuten Saiban 6 Prologue,6.56,ONA,1,5565,8,1,0,0,0,0,0,0,0,1,0,0
Battery,5.72,TV,11,9096,23,1,0,0,0,0,0,1,0,0,0,0
Fune wo Amu,7.64,TV,11,1172,22,1,0,0,0,0,0,1,0,0,0,0
Kuzu no Honkai,7.31,TV,12,2294,22,0,0,0,1,0,1,0,0,0,0,0
RS Keikaku: Rebirth Storage,5.53,Special,1,9589,23,1,0,0,0,0,0,0,0,0,0,1
Rokudenashi Majutsu Koushi to Akashic Records,7.19,TV,12,2813,24,0,1,0,0,0,0,1,0,0,0,0
Flying Witch Petit,6.04,ONA,9,8066,2,1,0,0,0,0,1,0,0,0,0,0
Aware! Meisaku-kun,6.51,TV,NA,13379,5,0,0,0,0,1,0,0,0,0,0,1
Mirai no Watashi,6.28,ONA,2,6982,1,0,0,0,0,1,0,0,0,0,0,1
Regalia: The Three Sacred Stars,5.99,TV,13,8267,24,1,0,0,0,0,0,0,0,0,0,1
Occultic;Nine,6.94,TV,12,3861,24,1,0,0,0,0,0,1,0,0,0,0
Aggressive Retsuko,7.64,TV,100,1166,1,1,0,0,0,0,0,0,0,0,1,0
Flip Flappers,7.68,TV,13,1084,23,1,0,0,0,0,0,0,0,0,0,1
Hand Shakers,5.35,TV,12,10041,23,1,0,0,0,0,0,0,0,0,0,1
Natsume Yuujinchou Go,8.59,TV,11,75,23,1,0,0,0,0,1,0,0,0,0,0
King of Prism by Pretty Rhythm Short Anime,6.51,Special,1,15023,19,0,0,1,0,0,0,0,0,0,0,1
Sore ga Seiyuu!: Petit Uchiage,6.46,Special,1,6124,14,1,0,0,0,0,1,0,0,0,0,0
Yuri!!! on Ice,7.92,TV,12,650,23,1,0,0,0,0,0,0,0,0,0,1
91 Days,7.84,TV,12,752,24,0,1,0,0,0,0,0,0,0,0,1
"Neko mo, Onda-ke",6.51,TV,12,11081,1,0,0,0,0,1,1,0,0,0,0,0
Panpaka Pants W-O-New!,6.51,TV,26,11460,5,0,0,0,0,1,0,0,0,0,0,1
Mahou Shoujo Ikusei Keikaku,7,TV,12,3656,24,0,1,0,0,0,0,1,0,0,0,0
Tanaka-kun wa Kyou mo Kedaruge,7.27,Special,35,2469,NA,0,0,1,0,0,1,0,0,0,0,0
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,5.99,ONA,12,8293,5,0,0,1,0,0,0,0,0,0,0,1
Island,6.35,TV,12,6647,23,1,0,0,0,0,0,1,0,0,0,0
Super Lovers OVA,7.42,OVA,2,1847,23,1,0,0,0,0,1,0,0,0,0,0
Katsugeki/Touken Ranbu,6.73,TV,13,4753,23,1,0,0,0,0,0,0,0,1,0,0
Reikenzan: Eichi e no Shikaku,6.93,TV,12,3883,24,1,0,0,0,0,0,1,0,0,0,0
Ragnastrike Angels,4.34,TV,12,10974,NA,1,0,0,0,0,0,0,0,1,0,0
Touken Ranbu: Hanamaru,6.82,TV,12,4373,24,1,0,0,0,0,0,0,0,1,0,0
Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,6.44,Special,1,6215,23,1,0,0,0,0,1,0,0,0,0,0
Time Bokan 24,5.89,TV,24,8541,23,1,0,0,0,0,0,0,0,0,0,1
Infini-T Force,6.5,TV,12,5885,22,1,0,0,0,0,0,0,0,0,0,1
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7.49,TV,11,1608,23,0,1,0,0,0,0,0,0,1,0,0
Shakunetsu no Takkyuu Musume,7.08,TV,12,3305,24,1,0,0,0,0,1,0,0,0,0,0
Drifters: Special Edition,7.7,OVA,1,1022,41,0,1,0,0,0,1,0,0,0,0,0
Starmyu OVA,7.15,OVA,2,2965,23,1,0,0,0,0,0,0,0,0,0,1
"Yuyushiki: Komarasetari, Komarasaretari",7.34,OVA,1,2184,27,1,0,0,0,0,1,0,0,0,0,0
Tsukiuta. The Animation,6.95,TV,13,3797,24,1,0,0,0,0,0,0,1,0,0,0
Nuwa Chengzhang Riji,6.29,ONA,30,6939,9,1,0,0,0,0,0,1,0,0,0,0
Bubuki Buranki: Hoshi no Kyojin,6.83,TV,12,4303,23,1,0,0,0,0,0,0,0,0,0,1
Zonmi-chan: Halloween☆Special Movie!,4.48,ONA,1,10930,NA,1,0,0,0,0,0,0,0,0,0,1
Asa Da yo! Kaishain,6.51,TV,744,13343,NA,0,0,0,0,1,0,0,0,0,0,1
Dream Festival!,6.76,ONA,12,4614,23,1,0,0,0,0,0,0,0,1,0,0
B-Project: Kodou*Ambitious,6.63,TV,12,5240,24,1,0,0,0,0,0,0,1,0,0,0
Fate/Extra: Last Encore,6.29,TV,10,6959,24,0,1,0,0,0,0,0,0,1,0,0
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,8.24,TV,25,271,24,0,1,0,0,0,0,0,0,0,0,1
Buddy Go!,6.25,Special,3,7116,1,0,0,1,0,0,1,0,0,0,0,0
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,7.7,OVA,26,1019,25,1,0,0,0,0,0,0,0,0,0,1
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,6.65,Special,1,5138,11,0,1,0,0,0,1,0,0,0,0,0
Bungou Stray Dogs: Hitori Ayumu,7.66,OVA,1,1118,23,1,0,0,0,0,1,0,0,0,0,0
Lupin III (2015) Specials,7.23,Special,2,2660,25,1,0,0,0,0,0,0,0,0,0,1
Musaigen no Phantom World: Mizutama no Kiseki,6.8,Special,1,4448,23,1,0,0,0,0,0,1,0,0,0,0
Brotherhood: Final Fantasy XV,6.97,ONA,5,3735,14,1,0,0,0,0,0,0,0,1,0,0
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,6.51,TV,13,12720,3,0,0,1,0,0,0,0,0,0,0,1
Uchuu Neko: Mardock no Bouken,6.51,ONA,4,12670,2,0,0,0,0,1,0,0,0,0,0,1
Kemono Friends,7.58,TV,12,1348,24,0,0,1,0,0,0,0,0,1,0,0
Planetarian: Chiisana Hoshi no Yume,7.56,ONA,5,1378,18,1,0,0,0,0,0,1,0,0,0,0
WWW.Working!!,7.45,TV,13,1754,23,1,0,0,0,0,1,0,0,0,0,0
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.79,TV,12,27,24,1,0,0,0,0,1,0,0,0,0,0
Washimo 4th Season,6.51,TV,44,12816,10,0,0,0,0,1,0,1,0,0,0,0
Nijiiro Days: Houkago Special,6.63,Special,1,5217,13,1,0,0,0,0,1,0,0,0,0,0
Zekkyou Gakkyuu: Tensei,5.47,Special,2,9768,1,0,0,0,0,1,1,0,0,0,0,0
"Wake Up, Girl Zoo! Miyagi PR de Go!",5.74,Special,1,9036,9,0,0,0,0,1,0,0,0,0,0,1
Love Live! μ's Final Love Live! Opening Animation,7.33,Special,1,2225,5,0,0,0,0,1,0,0,0,0,0,1
Scared Rider Xechs,5.27,TV,12,10206,24,1,0,0,0,0,0,1,0,0,0,0
Kuma Miko Specials,6.54,Special,2,5683,16,1,0,0,0,0,1,0,0,0,0,0
Tokyogurashi!,4.7,ONA,1,10816,1,1,0,0,0,0,0,1,0,0,0,0
Pâtisserie no Monster,5.85,ONA,4,8680,1,0,0,0,0,1,0,1,0,0,0,0
Kurogane no Linebarrels Picture Drama,6.51,Special,9,15219,5,1,0,0,0,0,1,0,0,0,0,0
Joker Game: Kuroneko Yoru no Bouken,6.68,Special,2,5000,4,0,1,0,0,0,0,1,0,0,0,0
Re:Zero kara Hajimeru Break Time,6.65,Special,11,5113,2,1,0,0,0,0,0,1,0,0,0,0
Detective Conan: Chase the Mysterious Comet Monster!,6.19,OVA,1,7395,14,0,0,0,0,1,1,0,0,0,0,0
Detective Conan: Let's Try a Curious Experiment!,6.25,OVA,1,7112,17,1,0,0,0,0,1,0,0,0,0,0
Detective Conan: Let's Experience the Jomon Period!,6.18,OVA,1,7438,15,1,0,0,0,0,0,0,0,0,0,0
Detective Conan: The Internet - The Mysterious E-mail Case,6.26,OVA,1,7064,14,0,0,0,0,1,1,0,0,0,0,0
Detective Conan: A Written Challenge from the Pyramids!,6.34,OVA,1,6673,17,1,0,0,0,0,0,0,0,0,0,0
Meitantei Conan: Kodai Kyouryuu no Nazo ni Semare!,6.51,OVA,1,15506,15,1,0,0,0,0,0,0,0,0,0,0
Detective Conan: City Exploration! Get the Animal Mark!,6.18,OVA,1,7446,15,1,0,0,0,0,0,0,0,0,0,0
Osiris no Tenbin: Season 2,6.51,ONA,11,11419,6,0,1,0,0,0,0,0,0,0,0,1
Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,6.16,Special,1,7514,3,1,0,0,0,0,0,0,0,0,0,1
Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium,6.31,Special,1,6807,11,1,0,0,0,0,0,0,0,0,0,1
Tanaka-kun wa Itsumo Kedaruge Specials,7.41,Special,7,1869,4,1,0,0,0,0,1,0,0,0,0,0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.09,OVA,1,432,23,1,0,0,0,0,0,1,0,0,0,0
Seishain Cyborg 003,5.37,ONA,2,9996,NA,0,0,0,0,1,1,0,0,0,0,0
Musaigen no Phantom World: Limitless Phantom World,6.4,Special,7,6413,6,1,0,0,0,0,0,1,0,0,0,0
"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",5.68,Special,1,9208,NA,0,0,0,0,1,0,0,0,0,0,1
Sansha Sanyou Specials,6.75,Special,3,4663,6,1,0,0,0,0,1,0,0,0,0,0
Nyancos: Hello! Our Brilliant Future,6.51,OVA,1,11247,25,0,0,0,0,1,0,0,0,0,0,1
Nijiiro Days OVA,6.8,OVA,1,4449,22,1,0,0,0,0,1,0,0,0,0,0
Battle Girl High School,5.84,TV,12,8699,23,1,0,0,0,0,0,0,0,1,0,0
Sore Ike! Sabuibo Mask,6.51,TV,8,12189,1,0,0,0,0,0,0,0,0,0,1,0
Kishibe Rohan wa Ugokanai,7.56,OVA,4,1391,23,0,1,0,0,0,1,0,0,0,0,0
Robot Town Sagami 2028,6.27,ONA,1,7030,8,0,0,0,0,1,0,0,0,0,0,1
Shi Wan Ge Leng Xiaohua,6.41,ONA,12,6355,7,1,0,0,0,0,1,0,0,0,0,0
Shi Wan Ge Leng Xiaohua 2nd Season,6.51,ONA,13,11931,10,1,0,0,0,0,1,0,0,0,0,0
Shi Wan Ge Leng Xiaohua Di 3rd Season,6.51,ONA,49,11907,10,1,0,0,0,0,1,0,0,0,0,0
Lostorage Incited WIXOSS,6.71,TV,12,4870,23,0,1,0,0,0,0,0,0,0,0,0
Shounen Ashibe,6.51,OVA,6,12044,50,0,0,0,0,1,1,0,0,0,0,0
Ojisan to Marshmallow: Hige-san to Yume Mashmallow,6.06,Special,1,7992,3,1,0,0,0,0,1,0,0,0,0,0
Fukumenkei Noise,7.01,TV,12,3607,23,1,0,0,0,0,1,0,0,0,0,0
Star Fox Zero: The Battle Begins,6.2,ONA,1,7355,14,0,0,0,0,1,0,0,0,1,0,0
Kobayashi-san Chi no Maid Dragon,8.03,TV,13,510,24,1,0,0,0,0,1,0,0,0,0,0
Utawarerumono: Itsuwari no Kamen Specials,6.63,Special,2,5271,12,1,0,0,0,0,0,1,0,0,0,0
Huyao Xiao Hongniang: Wangquan Fugui,7.6,ONA,14,1267,15,1,0,0,0,0,1,0,0,0,0,0
Onizushi,6.51,ONA,3,11366,4,0,0,1,0,0,0,0,0,0,0,1
Fudanshi Koukou Seikatsu,6.55,TV,12,5636,3,1,0,0,0,0,1,0,0,0,0,0
Mobile Suit Gundam-san (ONA),6.07,ONA,15,7959,2,1,0,0,0,0,1,0,0,0,0,0
Kotowaza Gundam-san (ONA),6.07,ONA,17,7955,1,1,0,0,0,0,1,0,0,0,0,0
Mobile Suit Gundam-san: Hiyoko Days ― Suisei Hiyoko to Fushigi na Ofuda,5.65,Special,1,9298,6,1,0,0,0,0,0,0,0,0,0,0
Koneko no Chi: Ponponra Daibouken,6.79,TV,51,4497,12,0,0,0,0,1,1,0,0,0,0,0
Honobono Log,7.38,TV,10,1974,2,0,0,0,0,1,0,1,0,0,0,0
IS: Infinite Stratos 2 - Infinite Wedding,6.41,Special,1,6362,25,1,0,0,0,0,0,1,0,0,0,0
Kiitarou Shounen no Youkai Enikki,6.45,TV,12,6196,4,1,0,0,0,0,1,0,0,0,0,0
Ame-iro Cocoa in Hawaii,4.77,TV,12,10759,2,1,0,0,0,0,1,0,0,0,0,0
Tsubasa to Hotaru (2016),6.39,Special,3,6462,1,0,0,0,0,1,1,0,0,0,0,0
Ajin 2nd Season,7.68,TV,13,1069,24,0,1,0,0,0,1,0,0,0,0,0
Arslan Senki (TV) Gaiden,7.01,OVA,2,3602,24,0,1,0,0,0,1,0,0,0,0,0
Saiki Kusuo no Ψ-nan,8.45,TV,120,121,5,1,0,0,0,0,1,0,0,0,0,0
Qin Shi Ming Yue: Guoqing Tebie Pian,6.51,ONA,1,11662,9,1,0,0,0,0,0,1,0,0,0,0
Chobitto Zukan,6.51,TV,52,13659,5,0,0,1,0,0,0,1,0,0,0,0
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,7.82,OVA,8,794,30,0,1,0,0,0,0,1,0,0,0,0
Nanocore,6.14,ONA,10,7621,21,1,0,0,0,0,0,0,0,0,0,1
Jinxiu Shenzhou Zhi Qi You Ji,6.51,TV,NA,14712,13,0,0,0,0,0,0,0,0,0,0,1
Nanocore 2nd Season,6.51,ONA,10,11071,23,1,0,0,0,0,0,0,0,0,0,1
Bouningen Weekend,5.36,ONA,20,10026,NA,0,0,0,0,1,0,0,0,0,0,1
Onara Gorou,5.51,TV,13,9655,3,0,0,1,0,0,0,0,0,0,0,1
Konnichiwa Onara Gorou,4.54,ONA,1,10905,2,0,0,1,0,0,0,0,0,0,0,1
Qin Shi Ming Yue Tebie Pian: Di Zi Jiang Xi,6.51,ONA,1,11635,15,1,0,0,0,0,0,1,0,0,0,0
Nanocore: NG Scenes - Nano's Daily Life,6.51,ONA,2,11057,3,1,0,0,0,0,0,0,0,0,0,1
Mori no Andou,5.92,ONA,1,8485,5,0,0,1,0,0,0,0,0,0,0,1
Arakure Junichi no Namida,4.51,ONA,1,10920,1,0,0,1,0,0,0,0,0,0,0,1
Nude Batter Tetsuo,4.75,ONA,1,10802,4,0,0,0,1,0,0,0,0,0,0,1
Strike the Blood II,7.06,OVA,8,3390,25,0,0,0,1,0,0,1,0,0,0,0
Gra-P & Rodeo II,6.51,TV,27,14179,2,1,0,0,0,0,0,0,0,0,0,1
Xian Yue Meng Ying,6.51,OVA,1,NA,NA,1,0,0,0,0,0,0,0,0,0,1
Magic-Kyun! Renaissance,7.08,TV,13,3313,23,1,0,0,0,0,0,0,0,0,0,1
Hua Jianghu Zhi Ling Zhu,6.81,ONA,41,4393,19,0,1,0,0,0,0,0,0,0,0,1
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,6.72,Special,1,4821,23,1,0,0,0,0,0,0,0,0,0,0
Jie Mo Ren,6.19,ONA,14,7409,13,1,0,0,0,0,1,0,0,0,0,0
Peach Command Shin Momotarou Densetsu,6.51,TV,24,11477,25,0,0,0,0,1,0,0,0,1,0,0
